brewery_name,address,phone,latitude,longitude
Getty Mart,"2008 Teri Rd, Austin, TX 78744, USA",(512) 441-7636,30.2024442,-97.7524216
The Sumney,"1610 W Point Pike, Lansdale, PA 19446, USA",(215) 699-5693,40.2164327,-75.2926056
Danny Boy Beer Works,"12702 Meeting House Rd, Carmel, IN 46032, USA",(317) 564-0622,39.9715365,-86.1971452
Next Trick Brewing Company,"2370 US-5, West Burke, VT 05871, USA",(802) 467-3437,44.6191134,-71.971748
Bailey's Bar & Grille,"6922 Bristol Emilie Rd, Levittown, PA 19057, USA",(215) 946-7991,40.151861,-74.855701
Milams Market,"Grove Gate Shopping Center, 2969 SW 32nd Ave, Miami, FL 33133, USA",(305) 446-4909,25.737034,-80.244452
Liquor Outlet,"2424 S 1st St, Austin, TX 78704, USA",(512) 382-1308,30.2413119,-97.7604654
The Fickle Peach,"117 E Charles St, Muncie, IN 47305, USA",(765) 282-5211,40.1909676,-85.3859405
Hazel Dell Brewpub,"9811 NE 15th Ave, Vancouver, WA 98665, USA",(360) 718-8927,45.6923199,-122.6562057
Arooga's,"227 S Semoran Blvd, Winter Park, FL 32792, USA",(407) 986-9464,28.5946453,-81.3063598
Flanny's Bar & Grill,"1805 E Elliot Rd #104, Tempe, AZ 85284, USA",(480) 659-0870,33.3479044,-111.9107273
The Alley,"555 W Bitters Rd, Hill Country Village, TX 78232, USA",(210) 638-8754,29.5789229,-98.4995538
Mellow Mushroom,"115 N Loop 1604 E #2100, San Antonio, TX 78232, USA",(210) 370-9219,29.609914,-98.489997
The Local Table And Tap,"3 Horseshoe Lake Rd, Kauneonga Lake, NY 12749, USA",(845) 583-3020,41.6856687,-74.8320115
Poppa Hop Bottle Shop,"11047 Pierson Dr l, Fredericksburg, VA 22408, USA",(540) 834-3530,38.2605967,-77.4362104
Trophy Brewing & Taproom,"656 Maywood Ave, Raleigh, NC 27603, USA",(919) 803-1333,35.76164,-78.657101
Chill N Fill,"5215 N Lombard St, Portland, OR 97203, USA",(503) 841-6361,45.5818414,-122.7219581
Lowes Foods #169,"11711 US-70 BUS, Clayton, NC 27520, USA",(919) 550-6740,35.6548578,-78.4770474
American Craft Brewing & Distilling,"4824 E Cesar Chavez St, Austin, TX 78702, USA",(512) 220-2340,30.2520225,-97.7015778
Coventry Beer Station,"150 E Schuylkill Rd, Pottstown, PA 19465, USA",(610) 326-6575,40.233061,-75.6529822
Tommy Doyle's,"37 Oak St Ext, Brockton, MA 02301, USA",(508) 588-3450,42.0997409,-71.0644258
Barcade,"222 E 6th St, Austin, TX 78701, USA",(512) 698-9852,30.2676167,-97.7404917
Aberdeen Brewing Company,"101 E Wishkah St, Aberdeen, WA 98520, USA",(360) 637-9431,46.974205,-123.8176047
Liquor Barrel Wine & Spirits - Crystal,"5628 W Broadway Ave, Crystal, MN 55428, USA",(763) 537-1511,45.055716,-93.365262
Brackett's Market,"185 Front St, Bath, ME 04530, USA",(207) 443-2012,43.9151213,-69.8140244
Arch Rock Brewing Company,"28779 Hunter Creek Rd, Gold Beach, OR 97444, USA",(541) 247-0555,42.3889363,-124.4153122
Roomful of Nuts,"2728 Georgia Rd, Franklin, NC 28734, USA",(828) 524-0242,35.1374759,-83.3974064
Blueprint Brewing Company,"1571 Gehman Rd, Harleysville, PA 19438, USA",(267) 649-7006,40.2542096,-75.3445656
The World of Beer,"425 Northpoint Crossing #700, College Station, TX 77840, USA",(979) 985-5927,30.6277407,-96.3352976
Offbeat Brewing Company,"1223 Pacific Oaks Pl, Escondido, CA 92029, USA",(760) 294-4045,33.108602,-117.117083
Rudy's Restaurant and Bar,"2451 S Capital of Texas Hwy, Austin, TX 78746, USA",(512) 329-5554,30.2635802,-97.8154984
Wilbur Brewing Co.,"720 Bastrop Hwy #301, Austin, TX 78741, USA",(512) 751-2272,30.2336252,-97.6867136
Fremont Brewing Company,"1050 N 34th St, Seattle, WA 98103, USA",(206) 420-2407,47.6490624,-122.344442
Wheel Bar,"1902 E Martin Luther King Jr Blvd B, Austin, TX 78702, USA",(512) 531-9696,30.2802414,-97.7208507
Dicky's,"1701 Red River St, Austin, TX 78701, USA",(512) 471-7744,30.2771384,-97.733031
Blue Frog Grog & Grill,"1740 Travis Blvd, Fairfield, CA 94533, USA",(707) 429-2337,38.2586621,-122.0600408
R' Noggin Brewing Co,"6521 120th Ave, Kenosha, WI 53142, USA",(262) 960-1298,42.5766206,-87.9517643
Craft Alley,"4620 East Cesar Chavez Street IN THE BACK!, Austin, TX 78702, USA",(512) 900-9957,30.2526366,-97.7024712
Birkdale Golf Club,"16500 Birkdale Commons Pkwy, Huntersville, NC 28078, USA",(704) 895-8038,35.4422504,-80.8820072
Cranknstein,"121 Pickle Rd #100, Austin, TX 78704, USA",(512) 931-3911,30.227467,-97.762964
Stout Barrel House & Galley,"642 N Clark St, Chicago, IL 60654, USA",(312) 475-1390,41.8937555,-87.6315174
Doc Watson's,"1515 S Byrne Rd, Toledo, OH 43614, USA",(419) 389-6003,41.6113723,-83.6245604
The Liquor Box,"545 W Veterans Memorial Blvd, Harker Heights, TX 76548, USA",(254) 699-9565,31.0922877,-97.6723547
Mad Mex - Robinson,"2 Robinson Plaza, Pittsburgh, PA 15205, USA",(412) 494-5656,40.4489181,-80.1645442
The Bell,"2717 S Lamar Blvd, Austin, TX 78704, USA",(512) 442-4356,30.2431801,-97.7811864
Hall Street Grill,"8220 SW Hall Blvd, Beaverton, OR 97008, USA",(503) 430-1488,45.4607871,-122.7931844
Campus Pit Stop,"868 W Lane Ave E, Columbus, OH 43221, USA",(614) 488-8877,40.0071496,-83.03383
Lake Wine & Spirits,"404 W Lake St, Minneapolis, MN 55408, USA",(612) 354-7194,44.948639,-93.284709
McMenamins Tavern & Pool,"1716 NW 23rd Ave, Portland, OR 97210, USA",(503) 227-0929,45.53508,-122.69867
The Ashland,"250 Ashland Pl, Brooklyn, NY 11217, USA",(718) 734-0800,40.6878154,-73.9788248
Moerlein Lager House,"115 Joe Nuxhall Way, Cincinnati, OH 45202, USA",(513) 421-2337,39.0962532,-84.5087101
Oconee Brewing Company,"202 N West St, Greensboro, GA 30642, USA",(706) 920-1177,33.5777497,-83.1843738
Wolf Hills Brewing Company,"350 Park St SE, Abingdon, VA 24210, USA",(276) 477-1953,36.7122917,-81.9653694
Liquor Depot,"2287 FM812 #102, Dale, TX 78616, USA",(512) 308-9622,30.0695455,-97.571032
Publix - Orange Lake Town Center (Store #00551),"14928 E Orange Lake Blvd, Kissimmee, FL 34747, USA",(407) 239-4989,28.3492154,-81.6142518
Steel String Brewery,"106 S Greensboro St suite a, Carrboro, NC 27510, USA",(919) 240-7215,35.9098982,-79.0725352
Jaks Tap,"901 W Jackson Blvd, Chicago, IL 60607, USA",(312) 666-1700,41.877773,-87.649844
Front Row Sports Bar,"146 N Clarke Rd, Ocoee, FL 34761, USA",(407) 291-8330,28.5716142,-81.517808
Licari's Sicilian Pizza Kitchen,"2869 Knapp St NE, Grand Rapids Charter Township, MI 49525, USA",(616) 608-6912,42.9991714,-85.5984064
The Local Tavern,"680 Main St, Holden, MA 01520, USA",(508) 829-3008,42.3400613,-71.8382984
Murphy's Law,"9600 Great Hills Trail #150, Austin, TX 78759, USA",(512) 774-6883,30.3954611,-97.7539388
Mulligan's Pub,"150 Dove Hollow Trail, Georgetown, TX 78633, USA",(512) 688-5188,30.7219107,-97.7260864
Six Rivers Brewery,"1300 Central Ave, McKinleyville, CA 95519, USA",(707) 839-7580,40.9260794,-124.1002263
Modica Market,"109 Central Square Seaside, Santa Rosa Beach, FL 32459, USA",(850) 231-1214,30.3200703,-86.1369589
Maxfields,"617 Congress Ave, Austin, TX 78701, USA",(512) 443-3688,30.2685725,-97.7421521
The Craft House,"242 N LBJ Dr ste 101, San Marcos, TX 78666, USA",(512) 667-6700,29.8842066,-97.9400696
Traino's Wine & Spirits,"100 Church Rd, Evesham Township, NJ 08053, USA",(856) 983-0056,39.9157363,-74.9246977
Wallingford Wine & Spirit Co.,"600 N Colony Rd ste5, Wallingford, CT 06492, USA",(203) 626-9043,41.4695949,-72.8178398
The Barley Oak,"2101 Lakeshore Dr, Mandeville, LA 70448, USA",(985) 727-7420,30.3539388,-90.0703139
PaPPo's Pizzeria & Pub,"4705 Osage Beach Pkwy, Osage Beach, MO 65065, USA",(573) 693-1092,38.1420126,-92.6331015
Centerpoint Brewing Company,"1125 E Brookside Ave Suite 2B, Indianapolis, IN 46202, USA",(317) 602-8386,39.7819107,-86.1369305
San Rafael Brewing Company,"1809 Larkspur Landing Cir, Larkspur, CA 94939, USA",(415) 461-4677,37.9474111,-122.5096472
Oggi's Pizza & Brewing Co.,"12362 Chapman Ave, Garden Grove, CA 92840, USA",(714) 534-3599,33.7885235,-117.9167315
Maggie's Place,"4001 N 30th St #6810, Phoenix, AZ 85016, USA",(602) 262-5555,33.4935136,-112.0169237
Mustang Sally Brewing Company,"14140 Parke Long Ct A-C, Chantilly, VA 20151, USA",(703) 378-7450,38.8929944,-77.4372528
Jojo's,"242 W 2nd St, Austin, TX 78701, USA",(512) 469-9003,30.265017,-97.746089
RÃ­ RÃ¡ Irish Pub,"THE SHOPPES AT MANDALAY PLACE 3930, S Las Vegas Blvd, Las Vegas, NV 89119, USA",(702) 632-7771,36.0937221,-115.1763065
Vines & Bines,"3705 Murrell Rd Suite 103, Rockledge, FL 32955, USA",(321) 632-0028,28.2964793,-80.721485
The Galloping Grape,"143 E Shirley Ave, Warrenton, VA 20186, USA",(540) 428-1002,38.7067671,-77.7954608
Plank Town Brewing Company,"346 Main St, Springfield, OR 97477, USA",(541) 746-1890,44.0463173,-123.0210924
Ike's Wine & Spirits,"9682 Colorado Ln N, Minneapolis, MN 55445, USA",(763) 424-3366,45.1325355,-93.3579979
Climax Brewing Company,"112 Valley Rd, Roselle Park, NJ 07204, USA",(908) 620-9585,40.659725,-74.283004
College Street Restaurant and Pub,"2201 College Ave, Austin, TX 78704, USA",(512) 852-8791,30.241289,-97.7520641
Black Forest Brew Haus,"2015 New Hwy, Farmingdale, NY 11735, USA",(631) 391-9500,40.755069,-73.414424
Jakers Bar and Grill,"2365 Via Caporatti Dr, Pocatello, ID 83201, USA",(208) 478-2000,42.8769951,-112.4188842
Woodman's Markets,"1550 Deerfield Pkwy, Buffalo Grove, IL 60089, USA",(847) 243-4736,42.1692099,-87.9241184
Bonneville Brewery,"1641 N Main St, Tooele, UT 84074, USA",(435) 248-0646,40.5607495,-112.2974065
The Brew & Meatball Co.,"325 N Citrus Ave #2006, Covina, CA 91723, USA",(626) 938-7090,34.0890694,-117.8903812
The Headkeeper,"618 S Main St, Greensburg, PA 15601, USA",(724) 838-7439,40.2961583,-79.5433944
Beer Church Brewing Co.,"24 S Whittaker St, New Buffalo, MI 49117, USA",(269) 586-3864,41.793324,-86.7434097
Hotel Oregon (McMenamins),"310 NE Evans St, McMinnville, OR 97128, USA",(503) 472-8427,45.2102149,-123.1942366
Pacific Ranch Market,"7540 E Chapman Ave, Orange, CA 92869, USA",(714) 639-9792,33.7946861,-117.7732157
Brewbakers Brewing,"219 E Main St, Visalia, CA 93291, USA",(559) 627-2739,36.3298981,-119.2906706
Binga's Wingas,"907 US-1, Yarmouth, ME 04096, USA",(207) 846-8736,43.8056068,-70.1718139
Autobahn 101,"1512 SW Hwy 101, Lincoln City, OR 97367, USA",(541) 614-1811,44.9567996,-124.0133038
Draft Filling Station,"2162 Briarcliff Rd NE, Atlanta, GA 30329, USA",(404) 254-0948,33.8168531,-84.335676
Auntie Mae's Parlor,"616 N 12th St, Manhattan, KS 66502, USA",(785) 539-8508,39.185357,-96.574687
The Lansdowne,"9 Lansdowne St, Boston, MA 02215, USA",(617) 247-1222,42.3472972,-71.0951167
Mustard Seed Market & Cafe,"867 W Market St, Akron, OH 44303, USA",(330) 434-7333,41.0975,-81.545
New Orleans Lager & Ale Brewing Company (NOLA),"3001 Tchoupitoulas St, New Orleans, LA 70115, USA",(504) 896-9996,29.9197616,-90.0816802
St. Stephen's Green,"1701 Green St, Philadelphia, PA 19130, USA",(267) 239-8968,39.9645505,-75.1660753
Elliott's Pour House,"3728 Hudson St, Baltimore, MD 21224, USA",(410) 276-2200,39.2827919,-76.5651373
Steilacoom Wine And Brew,"1615 Lafayette St, Steilacoom, WA 98388, USA",(360) 951-0843,47.1727155,-122.5990862
Aloha Wine & Liquor,"649 Pensacola Beach Blvd, Pensacola Beach, FL 32561, USA",(850) 932-2411,30.3370282,-87.1453334
Burns Family Artisan Ales,"2505 West 2nd Avenue #Unit 13, Denver, CO 80219, USA",(720) 693-9099,39.720644,-105.0174637
Brunswick Barbecue & Brew,"3925 NY-2, Troy, NY 12180, USA",(518) 279-9993,42.7488558,-73.5620713
Fox and Hound,"2121 Lohmans Crossing Rd, Lakeway, TX 78734, USA",(512) 541-7938,30.3425528,-97.9706139
Brookline Fine Wine & Gourmet,"294 Washington St, Brookline, MA 02445, USA",(617) 232-1330,42.3331901,-71.1195639
Ghezzi's Restaurant & Lounge,"4181 PA-61, Paxinos, PA 17860, USA",(570) 648-0180,40.8505047,-76.6302153
Palau Brewing Company,"Main Street, Malakal, Koror 96940, Palau",488 4055,7.3336517,134.4564076
Genna's Lounge,"105 W Main St, Madison, WI 53703, USA",(608) 255-4770,43.0727616,-89.3843644
Hollister Hills Taproom & Brewery,"106 Third St, San Juan Bautista, CA 95045, USA",(831) 636-7640,36.8438616,-121.5354985
StormBreaker Brewing,"832 N Beech St, Portland, OR 97227, USA",(971) 703-4516,45.549428,-122.675145
The Regal Seagull,"996 N Coast Hwy 101, Encinitas, CA 92024, USA",(760) 479-2337,33.0660502,-117.3030151
New Sarum Brewing Company,"109 N Lee St, Salisbury, NC 28144, USA",(704) 310-5048,35.666422,-80.467947
Dubliner,"2818 Greenville Ave, Dallas, TX 75206, USA",(214) 818-0911,32.823573,-96.769902
Field House,"2624 Metcalfe Rd, Austin, TX 78741, USA",(512) 508-8535,30.2269865,-97.7375836
Big T,"4515 Village Fair Dr, Dallas, TX 75224, USA",(214) 372-9173,32.6917186,-96.8286995
McArthur's Brew House,"2721 Front St, Cuyahoga Falls, OH 44221, USA",(330) 805-4600,41.1464077,-81.4715539
The Bards,"2013 Walnut St, Philadelphia, PA 19103, USA",(215) 569-9585,39.9508333,-75.1741667
Taps & Crafts,"61 Rainey St, Austin, TX 78701, USA",(512) 428-5571,30.257934,-97.738896
TJ's,"7110 Cameron Rd, Austin, TX 78752, USA",(512) 469-9038,30.3258037,-97.6932016
Black Mountain Ale House,"117-C Cherry St, Black Mountain, NC 28711, USA",(828) 669-9090,35.6167662,-82.3204997
O'Keefe's Irish Pub,"834 Inlet Square Dr, Murrells Inlet, SC 29576, USA",(843) 651-7211,33.5831527,-79.0224307
Cervejaria Trindade,"R. Nova da Trindade 20 C, 2715-311 Lisboa, Portugal",21 342 3506,38.712476,-9.142486
Restaurant Nhu Y,"13255 Bellaire Blvd, Houston, TX 77083, USA",(281) 988-5299,29.7029775,-95.6166217
Waterman's Tavern,"403 Higgins Ave, Brielle, NJ 08730, USA",(732) 722-8978,40.1059269,-74.0562204
Sun Valley Brewing Company,"202 N Main St, Hailey, ID 83333, USA",(208) 788-0805,43.5209739,-114.3161293
Fianna Village Liquor,"8901 Jenny Lind Rd, Fort Smith, AR 72908, USA",(479) 649-9719,35.2997215,-94.4091732
Tom Beer,"7112 Ed Bluestein Blvd, Austin, TX 78723, USA",(512) 928-0256,30.3137589,-97.6640272
R.T. Weiler's Food & Spirits,"201 N Main St, St Charles, MO 63301, USA",(636) 947-1593,38.7824002,-90.4809895
White Eagle Saloon & Hotel (McMenamins),"836 N Russell St, Portland, OR 97227, USA",(503) 282-6810,45.540796,-122.675442
Mad Mex - South Hills,"2101 Greentree Rd, Pittsburgh, PA 15205, USA",(412) 279-0200,40.3905556,-80.0725
MIA Beer Co.,"10400 NW 33rd St #150, Doral, FL 33172, USA",(786) 801-1721,25.804132,-80.365942
SmokeEaters,"5018 Almaden Expy #30, San Jose, CA 95118, USA",(408) 267-1430,37.2584683,-121.8757367
Charlie's American Cafe,"4024 Granby St, Norfolk, VA 23504, USA",(757) 962-7701,36.8839162,-76.2813067
Bottom Shelf Brewery,"118 E Mill St, Bayfield, CO 81122, USA",(970) 884-2442,37.225009,-107.599083
"Courthouse Pub, The","1001 S 8th St, Manitowoc, WI 54220, USA",(920) 686-1166,44.0886111,-87.6575
Barca,"7800 McAngus Rd, Del Valle, TX 78617, USA",(512) 669-6790,30.142917,-97.645134
The House of Hops,"6909 Glenwood Ave #100, Raleigh, NC 27612, USA",(919) 307-8870,35.8628599,-78.7137479
Beer City,"1948 S IH 35 Frontage Rd, Austin, TX 78704, USA",(512) 440-7778,30.238142,-97.739354
Mount Shasta Brewing,"360 College Ave, Weed, CA 96094, USA",(530) 938-2394,41.4161111,-122.3869444
Shamrock Bar & Grille - Patchen Village,"154 Patchen Dr #87, Lexington, KY 40517, USA",(859) 269-7621,38.0085899,-84.4558336
Bandana Brewery,"3001 Industrial Terrace, Austin, TX 78758, USA",(512) 821-2494,30.3795473,-97.7297891
New Seasons - Arbor Lodge,"New Seasons Market, 6400 N Interstate Ave, Portland, OR 97217, USA",(503) 467-4777,45.5690536,-122.6817474
Jaipur Brewing Company,"10922 Elm St, Omaha, NE 68144, USA",(402) 392-7331,41.232792,-96.083312
C & N Beverage,"12400C I-35, Austin, TX 78753, USA",(512) 282-5516,30.4023635,-97.6757632
Miami Wine and Liquor,"6565 Brandt Pike, Huber Heights, OH 45424, USA",(937) 235-2046,39.8482348,-84.1140523
The Big Legrowlski,"812 NW Couch St, Portland, OR 97209, USA",(503) 206-6481,45.5236306,-122.6793778
Beers N Wings,"20141 Roscoe Blvd, Winnetka, CA 91306, USA",(818) 678-9470,34.2210499,-118.5724691
Empire Brewing Company - Empire Farm Brewery,"33 Rippleton Rd, Cazenovia, NY 13035, USA",(315) 655-2337,42.919643,-75.8662658
Side Street Brewery,"1902 E 6th St, Austin, TX 78702, USA",(512) 394-7620,30.2617385,-97.722008
Ingersoll Wine Merchants,"1300 50th St # 200, West Des Moines, IA 50266, USA",(515) 327-9191,41.5908725,-93.7719029
What's On Tap,"201 Town Center Ln Suite 1107, Keller, TX 76248, USA",(817) 741-6494,32.9322972,-97.2269306
St. Lawrence Brewing Company,"444 Saw Mill River Rd, Elmsford, NY 10523, USA",(914) 741-2337,41.0706772,-73.8140416
Fritz & Franz Bierhaus,"60 Merrick Way, Coral Gables, FL 33134, USA",(305) 774-1883,25.7509053,-80.2561628
Pints & Quarts Gastropub,"17600 Collier Ave Suite 147A, Lake Elsinore, CA 92530, USA",(951) 674-0010,33.7008209,-117.3520161
Yoke's Fresh Market,"454 Keene Rd, Richland, WA 99352, USA",(509) 491-3336,46.2375254,-119.2814073
Yankee Spirits,"950 Boston Providence Hwy, Norwood, MA 02062, USA",(781) 762-0539,42.1798501,-71.1890392
Fish Brewing Fish Tale Brewpub,"514 Jefferson St SE, Olympia, WA 98501, USA",(360) 943-6480,47.0438878,-122.8961677
Pacino's Food And Spirits,"2635 Ludington St, Escanaba, MI 49829, USA",(906) 789-0712,45.7452412,-87.089055
D & L Liquors,"653 Broadway, Revere, MA 02151, USA",(781) 286-8810,42.4148564,-71.0091034
Joe Canal's Discount Liquor Outlet,"799 US-46, Parsippany-Troy Hills, NJ 07054, USA",(973) 402-1300,40.86185,-74.375568
The Hop Concept Brewing,"155 Mata Way, San Marcos, CA 92069, USA",(760) 889-9318,33.1416273,-117.1492671
"Myanmar Carlsberg Co., Ltd.","No. 332 (A) , Pyay Lane Thwe, North, ရန်ကုန်, Myanmar (Burma)",01 230 4466,16.8088313,96.1362106
Brewerkz - Riverside Point,"30 Merchant Road #01-07 Riverside Point, Singapore 058282",6438 7438,1.289818,103.8438527
Vino 100,"3636 Dime Cir ste a, Austin, TX 78744, USA",(512) 476-9463,30.2050943,-97.7110367
M.J. Barleyhoppers Sports Bar and Brew Pub,"621 21st St, Lewiston, ID 83501, USA",(208) 746-5300,46.4141964,-117.0012228
Town Hall Burger and Beer,"13100 Falls of Neuse Rd, Raleigh, NC 27614, USA",(919) 973-0506,35.940783,-78.5619
Camarillo Ranch,"201 Camarillo Ranch Rd, Camarillo, CA 93012, USA",(805) 389-8182,34.21722,-119.017987
Device Brewing Co.,"8166 14th Ave ste a, Sacramento, CA 95826, USA",(916) 737-2739,38.5394124,-121.4065862
Excel Brewing Company,"488 S Broadway, Breese, IL 62230, USA",(618) 526-7159,38.6065722,-89.5291444
Port Orleans Brewing Co.,"4124 Tchoupitoulas St, New Orleans, LA 70115, USA",(504) 266-2332,29.9172045,-90.0986677
Craft Beer Cellar,"11734 Barker Cypress Rd #102, Cypress, TX 77433, USA",(832) 653-7217,29.9457195,-95.6754906
Carney's Pub & Grill,"3410 S College Ave, Bryan, TX 77801, USA",(979) 823-1294,30.6364417,-96.3560583
Corks Wine and Spirits,"3078 Village Shops Dr, Germantown, TN 38138, USA",(901) 405-5777,35.0643123,-89.7562009
Hollywood Spirits,"1301 W Hollywood Ave, Chicago, IL 60660, USA",(773) 769-4000,41.9854298,-87.6633214
Black Label Burger,"683 Old Country Rd, Westbury, NY 11590, USA",(516) 333-6059,40.7511147,-73.5721256
Outlander Brewery & Pub,"225 N 36th St, Seattle, WA 98103, USA",(206) 486-4088,47.65231,-122.355567
Finger Lakes Tasting Room,"31 Main St, Cortland, NY 13045, USA",(607) 344-3084,42.6002709,-76.1801616
Dutch Garden Restaurant,"4203 State St, Santa Barbara, CA 93110, USA",(805) 967-4911,34.4402778,-119.7633333
Tanglewood Branch Beer Co.,"1431 S School Ave, Fayetteville, AR 72701, USA",(479) 856-6500,36.0486525,-94.1646858
The Village Idiot Pub,"8 E Main St, Patchogue, NY 11772, USA",(631) 289-8471,40.765543,-73.014896
Windy City Ale House,"7915 3rd Ave, Brooklyn, NY 11209, USA",(718) 630-5700,40.628057,-74.0288991
ABV Public House,"5676 NE NW Clara Ln, Hillsboro, OR 97124, USA",(503) 372-9117,45.5627654,-122.9212644
Pareidolia Brewing Company,"712 Cleveland St, Sebastian, FL 32958, USA",(772) 571-5693,27.8106817,-80.4658649
Cost Plus World Market,"5601 Brodie Ln Suite 1100, Sunset Valley, TX 78745, USA",(512) 899-2929,30.2253039,-97.8223162
Campbell Cheese & Grocery,"502 Lorimer St, Brooklyn, NY 11211, USA",(718) 387-2267,40.7120367,-73.948848
The Hemingway,"2200 W Wadley Ave, Midland, TX 79705, USA",(432) 570-5333,32.0248151,-102.1081875
Alpine Village,"833 W Torrance Blvd, Torrance, CA 90502, USA",(310) 327-4384,33.8423675,-118.2885325
Mellow Mushroom - Farragut,"635 N Campbell Station Rd, Farragut, TN 37934, USA",(865) 777-6768,35.8939509,-84.1746879
Porter Cafe,"1723 Centre St, West Roxbury, MA 02132, USA",(617) 942-2579,42.287384,-71.149222
Dugan's Liquors,"1322 Reisterstown Rd, Pikesville, MD 21208, USA",(410) 486-7520,39.375735,-76.724386
United Package Liquors,"8975 E Washington St #105, Indianapolis, IN 46219, USA",(317) 890-9463,39.7733706,-86.0098574
The Bine Beer & Food,"10127 Main St ste a, Bothell, WA 98011, USA",(425) 908-7464,47.7600055,-122.2042274
